datetime,conductivity_uncal,temperature
7/16/2021 17:00,88178.4,27.764
7/16/2021 17:15,77156.1,28.655
7/16/2021 17:30,74400.5,28.06
7/16/2021 17:45,74400.5,27.764
7/16/2021 18:00,74400.5,27.862
7/16/2021 18:15,71644.9,27.37
7/16/2021 18:30,77156.1,27.764
7/16/2021 18:45,77156.1,27.37
7/16/2021 19:00,77156.1,27.173
7/16/2021 19:15,77156.1,26.39
7/16/2021 19:30,71644.9,25.902
7/16/2021 19:45,71644.9,25.513
7/16/2021 20:00,71644.9,24.931
7/16/2021 20:15,71644.9,24.448
7/16/2021 20:30,71644.9,23.966
7/16/2021 20:45,71644.9,23.581
7/16/2021 21:00,71644.9,23.292
7/16/2021 21:15,71644.9,23.004
7/16/2021 21:30,71644.9,22.812
7/16/2021 21:45,71644.9,22.621
7/16/2021 22:00,71644.9,22.429
7/16/2021 22:15,74400.5,22.333
7/16/2021 22:30,71644.9,22.238
7/16/2021 22:45,74400.5,22.142
7/16/2021 23:00,74400.5,22.142
7/16/2021 23:15,74400.5,22.046
7/16/2021 23:30,74400.5,22.046
7/16/2021 23:45,74400.5,22.046
7/17/2021 0:00,74400.5,21.855
7/17/2021 0:15,74400.5,21.76
7/17/2021 0:30,74400.5,21.76
7/17/2021 0:45,74400.5,21.855
7/17/2021 1:00,74400.5,22.142
7/17/2021 1:15,74400.5,22.238
7/17/2021 1:30,74400.5,22.238
7/17/2021 1:45,74400.5,22.238
7/17/2021 2:00,74400.5,22.238
7/17/2021 2:15,77156.1,22.238
7/17/2021 2:30,44089.2,22.142
7/17/2021 2:45,16533.4,21.569
7/17/2021 3:00,16533.4,21.378
7/17/2021 3:15,18600.1,21.473
7/17/2021 3:30,19977.9,21.282
7/17/2021 3:45,21355.7,21.187
7/17/2021 4:00,23422.4,21.187
7/17/2021 4:15,26178,21.091
7/17/2021 4:30,28933.5,21.091
7/17/2021 4:45,33066.9,21.187
7/17/2021 5:00,34444.7,21.187
7/17/2021 5:15,37200.2,21.187
7/17/2021 5:30,41333.6,21.282
7/17/2021 5:45,44089.2,21.282
7/17/2021 6:00,46844.8,21.282
7/17/2021 6:15,49600.3,21.282
7/17/2021 6:30,52355.9,21.282
7/17/2021 6:45,55111.5,21.282
7/17/2021 7:00,57867,21.282
7/17/2021 7:15,57867,21.282
7/17/2021 7:30,60622.6,21.282
7/17/2021 7:45,63378.2,21.378
7/17/2021 8:00,63378.2,21.378
7/17/2021 8:15,66133.8,21.378
7/17/2021 8:30,66133.8,21.473
7/17/2021 8:45,68889.3,21.473
7/17/2021 9:00,68889.3,21.569
7/17/2021 9:15,68889.3,21.664
7/17/2021 9:30,71644.9,21.76
7/17/2021 9:45,71644.9,22.046
7/17/2021 10:00,71644.9,22.142
7/17/2021 10:15,74400.5,22.429
7/17/2021 10:30,74400.5,22.717
7/17/2021 10:45,74400.5,22.812
7/17/2021 11:00,77156.1,23.004
7/17/2021 11:15,77156.1,23.292
7/17/2021 11:30,77156.1,23.581
7/17/2021 11:45,77156.1,24.158
7/17/2021 12:00,79911.6,24.158
7/17/2021 12:15,79911.6,23.869
7/17/2021 12:30,79911.6,23.773
7/17/2021 12:45,79911.6,23.773
7/17/2021 13:00,79911.6,24.062
7/17/2021 13:15,79911.6,24.448
7/17/2021 13:30,79911.6,24.835
7/17/2021 13:45,82667.2,25.125
7/17/2021 14:00,82667.2,25.416
7/17/2021 14:15,82667.2,25.708
7/17/2021 14:30,82667.2,26
7/17/2021 14:45,85422.8,26.683
7/17/2021 15:00,85422.8,27.272
7/17/2021 15:15,85422.8,27.37
7/17/2021 15:30,85422.8,27.173
7/17/2021 15:45,85422.8,27.075
7/17/2021 16:00,85422.8,27.567
7/17/2021 16:15,85422.8,28.159
7/17/2021 16:30,88178.4,28.456
7/17/2021 16:45,88178.4,28.655
7/17/2021 17:00,88178.4,28.853
7/17/2021 17:15,88178.4,28.853
7/17/2021 17:30,88178.4,28.655
7/17/2021 17:45,88178.4,28.456
7/17/2021 18:00,88178.4,28.357
7/17/2021 18:15,85422.8,28.06
7/17/2021 18:30,85422.8,27.764
7/17/2021 18:45,85422.8,27.468
7/17/2021 19:00,85422.8,26.879
7/17/2021 19:15,85422.8,26.585
7/17/2021 19:30,85422.8,26.195
7/17/2021 19:45,85422.8,25.805
7/17/2021 20:00,85422.8,25.319
7/17/2021 20:15,82667.2,24.931
7/17/2021 20:30,82667.2,24.545
7/17/2021 20:45,82667.2,24.255
7/17/2021 21:00,82667.2,23.869
7/17/2021 21:15,82667.2,23.581
7/17/2021 21:30,82667.2,23.292
7/17/2021 21:45,82667.2,23.004
7/17/2021 22:00,82667.2,22.812
7/17/2021 22:15,82667.2,22.525
7/17/2021 22:30,82667.2,22.333
7/17/2021 22:45,82667.2,22.142
7/17/2021 23:00,82667.2,22.142
7/17/2021 23:15,82667.2,21.951
7/17/2021 23:30,82667.2,21.855
7/17/2021 23:45,82667.2,21.664
7/18/2021 0:00,82667.2,21.569
7/18/2021 0:15,82667.2,21.473
7/18/2021 0:30,82667.2,21.378
7/18/2021 0:45,82667.2,21.187
7/18/2021 1:00,82667.2,21.187
7/18/2021 1:15,79911.6,21.091
7/18/2021 1:30,79911.6,21.091
7/18/2021 1:45,79911.6,20.996
7/18/2021 2:00,79911.6,20.901
7/18/2021 2:15,79911.6,20.805
7/18/2021 2:30,79911.6,20.71
7/18/2021 2:45,79911.6,20.71
7/18/2021 3:00,79911.6,20.615
7/18/2021 3:15,79911.6,20.519
7/18/2021 3:30,79911.6,20.424
7/18/2021 3:45,79911.6,20.424
7/18/2021 4:00,79911.6,20.329
7/18/2021 4:15,79911.6,20.329
7/18/2021 4:30,79911.6,20.329
7/18/2021 4:45,79911.6,20.234
7/18/2021 5:00,79911.6,20.138
7/18/2021 5:15,79911.6,20.138
7/18/2021 5:30,79911.6,20.138
7/18/2021 5:45,79911.6,20.138
7/18/2021 6:00,79911.6,20.234
7/18/2021 6:15,79911.6,20.234
7/18/2021 6:30,79911.6,20.329
7/18/2021 6:45,82667.2,20.424
7/18/2021 7:00,82667.2,20.519
7/18/2021 7:15,82667.2,20.615
7/18/2021 7:30,82667.2,20.615
7/18/2021 7:45,82667.2,20.71
7/18/2021 8:00,82667.2,20.805
7/18/2021 8:15,82667.2,20.901
7/18/2021 8:30,82667.2,20.901
7/18/2021 8:45,82667.2,21.091
7/18/2021 9:00,82667.2,21.187
7/18/2021 9:15,82667.2,21.378
7/18/2021 9:30,82667.2,21.569
7/18/2021 9:45,82667.2,21.76
7/18/2021 10:00,82667.2,22.046
7/18/2021 10:15,85422.8,22.142
7/18/2021 10:30,85422.8,22.333
7/18/2021 10:45,85422.8,22.621
7/18/2021 11:00,88178.4,23.004
7/18/2021 11:15,88178.4,23.292
7/18/2021 11:30,88178.4,23.966
7/18/2021 11:45,88178.4,24.448
7/18/2021 12:00,88178.4,24.931
7/18/2021 12:15,88178.4,25.513
7/18/2021 12:30,88178.4,25.805
7/18/2021 12:45,88178.4,26.488
7/18/2021 13:00,88178.4,26.683
7/18/2021 13:15,88178.4,27.075
7/18/2021 13:30,88178.4,27.567
7/18/2021 13:45,88178.4,27.862
7/18/2021 14:00,88178.4,28.159
7/18/2021 14:15,93689.5,28.555
7/18/2021 14:30,88178.4,28.456
7/18/2021 14:45,88178.4,28.655
7/18/2021 15:00,93689.5,29.053
7/18/2021 15:15,93689.5,29.252
7/18/2021 15:30,93689.5,29.152
7/18/2021 15:45,88178.4,29.452
7/18/2021 16:00,88178.4,29.452
7/18/2021 16:15,88178.4,29.652
7/18/2021 16:30,88178.4,29.552
7/18/2021 16:45,88178.4,29.352
7/18/2021 17:00,88178.4,28.853
7/18/2021 17:15,88178.4,28.853
7/18/2021 17:30,88178.4,28.655
7/18/2021 17:45,88178.4,28.456
7/18/2021 18:00,88178.4,27.862
7/18/2021 18:15,88178.4,27.665
7/18/2021 18:30,88178.4,27.173
7/18/2021 18:45,88178.4,26.977
7/18/2021 19:00,85422.8,26.585
7/18/2021 19:15,85422.8,26.292
7/18/2021 19:30,88178.4,25.902
7/18/2021 19:45,88178.4,25.513
7/18/2021 20:00,88178.4,25.222
7/18/2021 20:15,88178.4,24.835
7/18/2021 20:30,88178.4,24.545
7/18/2021 20:45,85422.8,24.255
7/18/2021 21:00,85422.8,23.869
7/18/2021 21:15,85422.8,23.581
7/18/2021 21:30,85422.8,23.388
7/18/2021 21:45,85422.8,23.1
7/18/2021 22:00,85422.8,22.812
7/18/2021 22:15,85422.8,22.621
7/18/2021 22:30,85422.8,22.429
7/18/2021 22:45,85422.8,22.238
7/18/2021 23:00,85422.8,22.046
7/18/2021 23:15,85422.8,21.855
7/18/2021 23:30,85422.8,21.76
7/18/2021 23:45,85422.8,21.569
7/19/2021 0:00,85422.8,21.473
7/19/2021 0:15,85422.8,21.473
7/19/2021 0:30,85422.8,21.473
7/19/2021 0:45,85422.8,21.378
7/19/2021 1:00,85422.8,21.282
7/19/2021 1:15,85422.8,21.187
7/19/2021 1:30,85422.8,21.091
7/19/2021 1:45,85422.8,20.901
7/19/2021 2:00,85422.8,20.805
7/19/2021 2:15,82667.2,20.71
7/19/2021 2:30,82667.2,20.615
7/19/2021 2:45,82667.2,20.519
7/19/2021 3:00,82667.2,20.424
7/19/2021 3:15,82667.2,20.329
7/19/2021 3:30,82667.2,20.234
7/19/2021 3:45,82667.2,20.138
7/19/2021 4:00,82667.2,20.043
7/19/2021 4:15,82667.2,19.948
7/19/2021 4:30,82667.2,19.853
7/19/2021 4:45,82667.2,19.853
7/19/2021 5:00,82667.2,19.662
7/19/2021 5:15,82667.2,19.662
7/19/2021 5:30,82667.2,19.567
7/19/2021 5:45,82667.2,19.472
7/19/2021 6:00,82667.2,19.472
7/19/2021 6:15,82667.2,19.377
7/19/2021 6:30,82667.2,19.282
7/19/2021 6:45,82667.2,19.282
7/19/2021 7:00,82667.2,19.282
7/19/2021 7:15,82667.2,19.377
7/19/2021 7:30,82667.2,19.377
7/19/2021 7:45,82667.2,19.567
7/19/2021 8:00,82667.2,19.662
7/19/2021 8:15,82667.2,19.853
7/19/2021 8:30,82667.2,20.138
7/19/2021 8:45,82667.2,20.329
7/19/2021 9:00,85422.8,20.71
7/19/2021 9:15,85422.8,20.996
7/19/2021 9:30,85422.8,21.378
7/19/2021 9:45,85422.8,21.855
7/19/2021 10:00,85422.8,22.238
7/19/2021 10:15,85422.8,22.717
7/19/2021 10:30,88178.4,23.196
7/19/2021 10:45,88178.4,23.677
7/19/2021 11:00,88178.4,24.255
7/19/2021 11:15,88178.4,24.738
7/19/2021 11:30,88178.4,25.222
7/19/2021 11:45,88178.4,25.61
7/19/2021 12:00,88178.4,25.61
7/19/2021 12:15,88178.4,26
7/19/2021 12:30,88178.4,26.292
7/19/2021 12:45,88178.4,26.781
7/19/2021 13:00,88178.4,27.075
7/19/2021 13:15,88178.4,27.468
7/19/2021 13:30,88178.4,27.862
7/19/2021 13:45,88178.4,27.764
7/19/2021 14:00,88178.4,27.961
7/19/2021 14:15,88178.4,28.159
7/19/2021 14:30,88178.4,27.862
7/19/2021 14:45,88178.4,27.961
7/19/2021 15:00,88178.4,28.258
7/19/2021 15:15,88178.4,28.456
7/19/2021 15:30,88178.4,28.555
7/19/2021 15:45,88178.4,28.357
7/19/2021 16:00,88178.4,28.456
7/19/2021 16:15,88178.4,28.357
7/19/2021 16:30,85422.8,28.357
7/19/2021 16:45,85422.8,28.06
7/19/2021 17:00,88178.4,27.961
7/19/2021 17:15,88178.4,27.764
7/19/2021 17:30,88178.4,27.567
7/19/2021 17:45,88178.4,27.468
7/19/2021 18:00,88178.4,27.272
7/19/2021 18:15,88178.4,26.977
7/19/2021 18:30,88178.4,26.781
7/19/2021 18:45,88178.4,26.488
7/19/2021 19:00,88178.4,26.097
7/19/2021 19:15,88178.4,25.708
7/19/2021 19:30,88178.4,25.416
7/19/2021 19:45,88178.4,25.125
7/19/2021 20:00,88178.4,24.738
7/19/2021 20:15,88178.4,24.255
7/19/2021 20:30,88178.4,23.869
7/19/2021 20:45,88178.4,23.484
7/19/2021 21:00,85422.8,23.1
7/19/2021 21:15,85422.8,22.812
7/19/2021 21:30,85422.8,22.429
7/19/2021 21:45,85422.8,22.238
7/19/2021 22:00,85422.8,21.951
7/19/2021 22:15,85422.8,21.76
7/19/2021 22:30,85422.8,21.569
7/19/2021 22:45,85422.8,21.378
7/19/2021 23:00,85422.8,21.187
7/19/2021 23:15,85422.8,20.996
7/19/2021 23:30,85422.8,20.901
7/19/2021 23:45,85422.8,20.71
7/20/2021 0:00,85422.8,20.615
7/20/2021 0:15,85422.8,20.519
7/20/2021 0:30,85422.8,20.329
7/20/2021 0:45,85422.8,20.234
7/20/2021 1:00,85422.8,20.138
7/20/2021 1:15,85422.8,20.043
7/20/2021 1:30,85422.8,20.043
7/20/2021 1:45,82667.2,19.948
7/20/2021 2:00,82667.2,19.853
7/20/2021 2:15,82667.2,19.758
7/20/2021 2:30,82667.2,19.758
7/20/2021 2:45,82667.2,19.662
7/20/2021 3:00,82667.2,19.662
7/20/2021 3:15,82667.2,19.567
7/20/2021 3:30,82667.2,19.567
7/20/2021 3:45,82667.2,19.472
7/20/2021 4:00,82667.2,19.472
7/20/2021 4:15,82667.2,19.377
7/20/2021 4:30,82667.2,19.377
7/20/2021 4:45,82667.2,19.377
7/20/2021 5:00,82667.2,19.282
7/20/2021 5:15,82667.2,19.282
7/20/2021 5:30,82667.2,19.187
7/20/2021 5:45,82667.2,19.187
7/20/2021 6:00,82667.2,19.092
7/20/2021 6:15,82667.2,19.092
7/20/2021 6:30,82667.2,18.996
7/20/2021 6:45,82667.2,18.996
7/20/2021 7:00,82667.2,18.996
7/20/2021 7:15,82667.2,19.092
7/20/2021 7:30,82667.2,19.187
7/20/2021 7:45,82667.2,19.377
7/20/2021 8:00,85422.8,19.567
7/20/2021 8:15,85422.8,19.758
7/20/2021 8:30,85422.8,20.043
7/20/2021 8:45,85422.8,20.329
7/20/2021 9:00,85422.8,20.615
7/20/2021 9:15,85422.8,20.996
7/20/2021 9:30,85422.8,21.378
7/20/2021 9:45,88178.4,21.76
7/20/2021 10:00,88178.4,22.238
7/20/2021 10:15,88178.4,22.621
7/20/2021 10:30,88178.4,23.196
7/20/2021 10:45,88178.4,23.677
7/20/2021 11:00,88178.4,24.062
7/20/2021 11:15,88178.4,24.448
7/20/2021 11:30,88178.4,24.641
7/20/2021 11:45,88178.4,25.222
7/20/2021 12:00,88178.4,25.708
7/20/2021 12:15,88178.4,26.097
7/20/2021 12:30,88178.4,26.39
7/20/2021 12:45,88178.4,26.195
7/20/2021 13:00,88178.4,26.879
7/20/2021 13:15,88178.4,27.173
7/20/2021 13:30,88178.4,27.567
7/20/2021 13:45,88178.4,27.468
7/20/2021 14:00,88178.4,27.862
7/20/2021 14:15,88178.4,27.961
7/20/2021 14:30,88178.4,28.357
7/20/2021 14:45,88178.4,28.555
7/20/2021 15:00,88178.4,28.555
7/20/2021 15:15,88178.4,28.655
7/20/2021 15:30,88178.4,28.655
7/20/2021 15:45,88178.4,28.953
7/20/2021 16:00,88178.4,28.853
7/20/2021 16:15,88178.4,28.853
7/20/2021 16:30,88178.4,28.853
7/20/2021 16:45,88178.4,28.258
7/20/2021 17:00,88178.4,27.961
7/20/2021 17:15,88178.4,27.961
7/20/2021 17:30,88178.4,27.862
7/20/2021 17:45,88178.4,27.665
7/20/2021 18:00,88178.4,27.567
7/20/2021 18:15,88178.4,27.272
7/20/2021 18:30,88178.4,26.879
7/20/2021 18:45,88178.4,26.683
7/20/2021 19:00,88178.4,26.39
7/20/2021 19:15,88178.4,26
7/20/2021 19:30,88178.4,25.61
7/20/2021 19:45,88178.4,25.222
7/20/2021 20:00,88178.4,24.835
7/20/2021 20:15,88178.4,24.448
7/20/2021 20:30,88178.4,24.158
7/20/2021 20:45,88178.4,23.773
7/20/2021 21:00,88178.4,23.388
7/20/2021 21:15,88178.4,23.1
7/20/2021 21:30,88178.4,22.812
7/20/2021 21:45,85422.8,22.621
7/20/2021 22:00,85422.8,22.333
7/20/2021 22:15,85422.8,22.142
7/20/2021 22:30,85422.8,21.855
7/20/2021 22:45,85422.8,21.664
7/20/2021 23:00,85422.8,21.473
7/20/2021 23:15,85422.8,21.378
7/20/2021 23:30,85422.8,21.187
7/20/2021 23:45,85422.8,20.996
7/21/2021 0:00,85422.8,20.901
7/21/2021 0:15,85422.8,20.71
7/21/2021 0:30,85422.8,20.615
7/21/2021 0:45,85422.8,20.519
7/21/2021 1:00,85422.8,20.329
7/21/2021 1:15,85422.8,20.234
7/21/2021 1:30,85422.8,20.234
7/21/2021 1:45,85422.8,20.138
7/21/2021 2:00,85422.8,20.043
7/21/2021 2:15,85422.8,19.948
7/21/2021 2:30,85422.8,19.853
7/21/2021 2:45,85422.8,19.758
7/21/2021 3:00,85422.8,19.758
7/21/2021 3:15,85422.8,19.662
7/21/2021 3:30,85422.8,19.567
7/21/2021 3:45,85422.8,19.567
7/21/2021 4:00,85422.8,19.472
7/21/2021 4:15,85422.8,19.472
7/21/2021 4:30,85422.8,19.377
7/21/2021 4:45,85422.8,19.377
7/21/2021 5:00,85422.8,19.282
7/21/2021 5:15,85422.8,19.282
7/21/2021 5:30,85422.8,19.187
7/21/2021 5:45,85422.8,19.187
7/21/2021 6:00,85422.8,19.187
7/21/2021 6:15,85422.8,19.187
7/21/2021 6:30,85422.8,19.092
7/21/2021 6:45,85422.8,19.092
7/21/2021 7:00,85422.8,19.187
7/21/2021 7:15,85422.8,19.282
7/21/2021 7:30,85422.8,19.377
7/21/2021 7:45,85422.8,19.567
7/21/2021 8:00,85422.8,19.853
7/21/2021 8:15,85422.8,20.043
7/21/2021 8:30,85422.8,20.329
7/21/2021 8:45,85422.8,20.615
7/21/2021 9:00,85422.8,20.901
7/21/2021 9:15,85422.8,21.187
7/21/2021 9:30,85422.8,21.569
7/21/2021 9:45,88178.4,21.951
7/21/2021 10:00,88178.4,22.333
7/21/2021 10:15,88178.4,22.812
7/21/2021 10:30,88178.4,23.292
7/21/2021 10:45,88178.4,23.869
7/21/2021 11:00,88178.4,24.158
7/21/2021 11:15,88178.4,24.255
7/21/2021 11:30,88178.4,24.641
7/21/2021 11:45,88178.4,25.125
7/21/2021 12:00,88178.4,25.416
7/21/2021 12:15,88178.4,25.708
7/21/2021 12:30,88178.4,26.292
7/21/2021 12:45,88178.4,26.39
7/21/2021 13:00,88178.4,26.683
7/21/2021 13:15,88178.4,26.781
7/21/2021 13:30,88178.4,26.781
7/21/2021 13:45,88178.4,26.977
7/21/2021 14:00,88178.4,27.567
7/21/2021 14:15,88178.4,27.764
7/21/2021 14:30,88178.4,28.357
7/21/2021 14:45,88178.4,28.655
7/21/2021 15:00,88178.4,28.754
7/21/2021 15:15,88178.4,28.754
7/21/2021 15:30,88178.4,28.555
7/21/2021 15:45,88178.4,28.853
7/21/2021 16:00,88178.4,28.853
7/21/2021 16:15,88178.4,28.853
7/21/2021 16:30,88178.4,28.853
7/21/2021 16:45,88178.4,28.655
7/21/2021 17:00,88178.4,28.357
7/21/2021 17:15,88178.4,28.258
7/21/2021 17:30,85422.8,27.665
7/21/2021 17:45,85422.8,27.468
7/21/2021 18:00,85422.8,27.567
7/21/2021 18:15,85422.8,27.272
7/21/2021 18:30,82667.2,26.781
7/21/2021 18:45,82667.2,26.585
7/21/2021 19:00,79911.6,26.488
7/21/2021 19:15,79911.6,25.902
7/21/2021 19:30,79911.6,25.61
7/21/2021 19:45,79911.6,25.513
7/21/2021 20:00,79911.6,25.125
7/21/2021 20:15,79911.6,24.738
7/21/2021 20:30,79911.6,24.545
7/21/2021 20:45,79911.6,24.255
7/21/2021 21:00,79911.6,23.966
